OTU	otu_samp_count	otu_means	otu_means_log	per_occ	occup	Taxon	Confidence	V2.x	V3.x	V4.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V2.y	V3.y	V4.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y	Lithobates warszewitschii (Pan.)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM)	Rana pipiens (PA)	Rana pipiens (VT)	Rana sphenocephala (LA)	Rana sphenocephala (TN)
0c4204a0e15fccc22a7456685898cd5c	49	28.6115485564304	3.35381043200166	29.8780487804878	0.128608923884514	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.999999812787051	AmphiBac_480	100	150	0	0	1	150	1	1205	-1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.7777777777778	61.5384615384615	0	1.05263157894737	26.530612244898	7.4468085106383	16.25
0d7c3e325c2f91dd9acc29c18cb1ccae	26	18.7742782152231	2.93248775298168	15.8536585365854	0.068241469816273	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__fragi	0.868939933865662	AmphiBac_1592	100	150	0	0	1	150	1	1365	-1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.5555555555556	100	4.8780487804878	0	0	0	7.5
0fcc4a31c0f50689d484ae414d7de9bd	232	8.25459317585302	2.11076979400784	141.463414634146	0.608923884514436	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.99999744472228	AmphiBac_6777	100	150	0	0	1	150	1	579	-1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.6666666666667	15.3846153846154	2.4390243902439	75.7894736842105	57.1428571428571	79.7872340425532	60
15be1f2a3df025408264e3e8b1fe9686	72	12.0183727034121	2.48643653753039	43.9024390243902	0.188976377952756	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__gordonii	0.716130691683732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	31.7073170731707	16.8421052631579	30.6122448979592	12.7659574468085	20
1ee68035ffc9dbd25480655c141e1be7	355	307.564304461942	5.72868418558543	216.463414634146	0.931758530183727	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sanguibacteraceae; g__Sanguibacter; s__	0.923994366924195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.7777777777778	100	100	98.9473684210526	95.9183673469388	100	73.75
313ff9f5a805c6777206081ea4910b17	146	13.2677165354331	2.58533375632787	89.0243902439024	0.383202099737533	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.716069361474562	AmphiBac_6730	100	150	0	0	1	150	1	862	-1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	9.75609756097561	20	30.6122448979592	69.1489361702128	53.75
3bb21f3bef3c7b87fd047581d274048a	298	80.9396325459318	4.3937035996046	181.707317073171	0.782152230971129	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__; s__	0.849413867944298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.3333333333333	92.3076923076923	46.3414634146341	93.6842105263158	81.6326530612245	96.8085106382979	55
47ad35356a9bfec68416d32e4f039021	259	3.69291338582677	1.30641568198769	157.926829268293	0.679790026246719	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.974334310810283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.6666666666667	69.2307692307692	82.9268292682927	71.5789473684211	65.3061224489796	63.8297872340426	62.5
47f613ccafd3792d79f4ac1445e61b45	278	184.325459317585	5.2167029957624	169.512195121951	0.729658792650919	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__	0.762102140638883	AmphiBac_6953	100	150	0	0	1	150	1	1405	-1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	84.6153846153846	31.7073170731707	62.1052631578947	77.5510204081633	94.6808510638298	85
4e1758e81adcb1107024ee52c0113a6f	282	235.858267716535	5.46323106409375	171.951219512195	0.740157480314961	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter; s__	0.842295748123994	AmphiBac_3243	100	150	0	0	1	150	1	1391	-1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1111111111111	23.0769230769231	51.219512195122	93.6842105263158	79.5918367346939	90.4255319148936	55
